Sno,Title,Date,User,text
1063,Kidou Senshi Gundam: Suisei no Majo,2023-01-08,Fukiri,This was written to give my honest opinion but also to clarify wrong assumptions a few reviewers have made either by not watching the show fully (this is why you
1064,Akatsuki no Yona,2023-01-08,Starryeyed16,"I don't agree with some of the negative feedback I've seen about this show. It is a shojo anime, and a reverse-harem type as well, so clearly it's not going"
1065,Ginga Densetsu Weed,2023-01-08,Tozseko,"TLDR: If you like animes which revolve around animals(especially dogs), where they fight for a just cause in a cruel world, and you can see friendship, humanity, betrayal, lots of"
1066,Akuyaku Reijou nano de Last Boss wo Kattemimashita,2023-01-08,Fenrir_Valefore,"Sadly, sadly, sadly. Could really have been a pearl. I really love lighthearted romcom stories like this. I even read the template. (So partly the LN and the manga completely.)"
1067,Yuru Camp△,2023-01-08,flippyinvader,"\"Those who see my profile know that slice-of-life is my favorite genre, and since TvTropes told me <b>Laid Back Camp</b> classifies as an Iyashikei, I was like \"\"Oh boy this\""
1068,Kidou Senshi Gundam: Suisei no Majo,2023-01-08,cosmicturtle0,"\"The original Gundam, the inventor of the \"\"Real Robot\"\" genre"
1069,Aho Girl,2023-01-08,SgtSalamander,"Aho-Girl, is, in short, extremely silly. From the comedy style, to the voice acting, to the wacky situations and outside references, it is trying its hardest to make you laugh"
1070,Sword Art Online: Progressive Movie - Kuraki Yuuyami no Scherzo,2023-01-08,laaala,"Ah so we have arrived at the second movie of the progressive and as a sequel, it was amazing. I'll be writing this in an anime-only perspective with no spoilers"
1071,Mieruko-chan,2023-01-08,DBX,"I didn’t have any expectations for this anime and, prior to watching the series, I had never heard of it before. However, the genre is something which I am highly"
1072,Akiba Meido Sensou,2023-01-08,Sull,Akiba Maid War stands out as a chaotic mix of many genres and themes. Thankfully I can say this with nothing but adoration as it is very much a good
1073,Kuzu no Honkai,2023-01-08,nashyyyyyyy,"This show completely turns the romance genre on its head. If you have seen school days or domestic girlfriend, apparently it draws comparisons to those two shows but I won't"
1074,Kidou Senshi Gundam: Suisei no Majo,2023-01-08,ApocalypSnow,"Whether you’re a veteran Gundam fan or have never gotten into the series, Mobile Suit Gundam: The Witch from Mercury will be a fun watch! This is the first Gundam"
1075,Kidou Senshi Gundam: Suisei no Majo,2023-01-08,MakkusuUnfilwin,"From what I hear, Witch From Mercury was conceptualized with the intent of bringing in a whole new audience to the Gundam property—mainly modern teenagers, who apparently, according to one"
1076,Koukyuu no Karasu,2023-01-08,Miishi,"To all the shoujo-josei fans, koukyuu no karasu is a gem you wouldn’t want to miss especially if you like historical supernatural genre. The show is set in ancient China,"
1077,Bocchi the Rock!,2023-01-08,inkytypo,"For me, Bocchi the Rock! came out of nowhere and blew my expectations out of the water. With its creative use of multimedia, clever use of various animation styles, incredible"
1078,Fushigi no Umi no Nadia,2023-01-08,GwenPineapple,"Thematically, Nadia involves the embryonic forms of the ideas and concepts further explored with much more depth in Neon Genesis Evangelion, but those are rather small compared to the more"
1079,Sword Art Online,2023-01-08,ankou1111,Sword art online or SAO is a great anime specially if you are a mmorpg gamer. i love the characters and even if this is a harem anime one of
1080,Mahou Shoujo Site,2023-01-08,Angelnumberss,"I personally don't care what anyone says about this Anime it's literally amazing. Although most of the watchers find it 'edgy', I found it quite enjoyable. It has very, straight"
1081,Mob Psycho 100,2023-01-08,CurryxSake,Mob Psycho 100 is hands-down one of my most favorite anime of all time. It takes everything to 100% from its jaw-dropping psychic-powered-fueled fight scenes to the simply hilarious day-to-day
1082,Kidou Senshi Gundam: Suisei no Majo,2023-01-08,Marinate1016,"Gundam’s multiple timelines and universes often keep people away, which is a shame as shows like G Witch perfectly sum up why Gundam is one of the biggest franchises of"
1083,Chainsaw Man,2023-01-07,DryToaster,"Let's get a couple criticisms out of the way: - The CG isn't perfect, although it's great compared to what we're used to in this medium. - It's raunchy and"
1084,Bocchi the Rock!,2023-01-07,DryToaster,"\"You've all seen reasons this show is great from the other positive reviews, here's why some of the common criticisms are undue: \"\"But it's not relatable!\"\" I'm an adult male\""
1085,Tsurezure Children,2023-01-07,PrimeExamples,"\"Tsurezure Children is a quirky short length romantic comedy with genuinely well executed dialogue. While most romcoms you find will have that sort of \"\"buildup\"\" element where things only really\""
1086,Akiba Meido Sensou,2023-01-07,zombieslayer2x3,"Wow. One of the funniest, and wackiest shows I've seen in a bit. I'm not one for watching much anime but this was a show I actually finished in a"
1087,Chainsaw Man,2023-01-07,Adnash,"This is a short and spoiler-free review. Even though I'm familiar with the source material, I was never really a fan of Chainsaw Man manga. Sure, it is surely a"
1088,Aru Asa Dummy Head Mic ni Natteita Ore-kun no Jinsei,2023-01-07,zstalnaker,Aleksandr Solzhenitsyn asserted that it is an artist's responsibility to create authentic art in an effort to combat the decay of our increasingly inauthentic world. This slice of life/moe/yuri/sports/isekai is
1089,Bleach: Sennen Kessen-hen,2023-01-07,purplealchemist,"NUMBER ONE ON TOP ANIME??? Wow, I can't believe this series is back though I just watched 12 episodes of it. The animation is fun. I like how the studio"
1090,Gintama.: Porori-hen,2023-01-07,InvisiblePsycho,THIS REVIEW CONTAINS MINOR SPOILERS Why not the first part? Why doesn't the part get the highest score? Why am I writing this review in the first place After watching
1091,Vanitas no Karte Part 2,2023-01-07,LightScaryRobo,"If I were to compare the two seasons overall, I would be more incline to state that this season is worse than the first, but only by a small margin."
1092,Ballroom e Youkoso,2023-01-07,Nightscape00,"This was a really fun anime! I think they relied too heavily on flashbacks and felt a bit drawn out at the end, so I had to ding them a"
1093,Lupin III: Lupin vs. Fukusei-ningen,2023-01-07,Pup_Linton,"Such a CRAZY movie. The plot is... kind of absurd actually, but sometimes absurd doesn't means bad. Lupin gets involved in some crazy stuff just to impress Fujiko, and sometimes"
1094,Spy x Family Part 2,2023-01-07,BigTimeTalks,+ A great blend of characters that makes for a very cute and funny story! + Anya's antics are easily the funniest part of every episode she's in + Structure
1095,Cyberpunk: Edgerunners,2023-01-07,BigTimeTalks,"+ It's colourful, bright and action-packed! As expected of Studio Trigger! + Clear motives and stakes for our protagonist makes it really easy to follow the story + Very good"
1096,Bishoujo Senshi Sailor Moon,2023-01-07,funtime43_tr,Sailor Moon is one of the greatest anime franchises ever made in the 90s. The animation by Toei animation is so amazing and beautiful. The characters are likeable and the
1097,Chainsaw Man,2023-01-07,BigTimeTalks,"+ The best part of Chainsaw Man has always been the plot and themes, and the anime adaptation is no different + Great use of action, particularly in balancing hand-drawn"
1098,Tensei shitara Ken deshita,2023-01-07,Tomokek,After watching and looking through many animes and reviews in the past years without having and account i just had to create one for this anime. Some people criticize this
1099,Oshiete! Galko-chan,2023-01-07,Sen_NkA,"\"Despite the low rating I gave it, \"\"Oshiete! Galko-chan\"\" is a likeable comedy story. The episodes are short but feel much longer"
1100,Chainsaw Man,2023-01-07,NToni,"Chainsaw Man is such an enjoyable show and it's definitely a must-watch, even if you don't love Anime. It's hard to pinpoint why I love it so much, without spoilers,"
1101,Koukaku Kidoutai,2023-01-07,cardamir,"As someone who has watched the film as a standalone piece of media, not having read the manga and unaware of its sequel, the film does an incredible amount but"
1102,Death March kara Hajimaru Isekai Kyousoukyoku,2023-01-07,zioming,"A shame, really. It's based on a really solid novel series (I've read easily over a hundred of them at this point, and it's still among my top 3; sales-wise,"
1103,Gintama,2023-01-07,Julpen,"\"My Favorite anime Gintama is the most hated and least discuted of all my favorite show It's bcz he have the Papyrus syndrom (https://youtu.be/3t1D3ebc6h0) \"\"Too fancy and too accessible at\""
1104,Mob Psycho 100 III,2023-01-07,Spartan_1_1_7,I was introduced to the mangaka ONE when One Punch Man Season 1 came out and floored me with its awesomeness. In an age where superhero content has been dominating
1105,Kimetsu no Yaiba: Yuukaku-hen,2023-01-07,Spartan_1_1_7,"Since Season 2 is divided into its arcs on MAL, I'll post my thoughts on it as a whole under The Entertainment District Arc entry. “Set Your Heart Ablaze.” Amongst"
1106,Hidamari Sketch,2023-01-07,GwenPineapple,"Collage dominates the aesthetic direction of Hidamari Sketch, careful use of pop-art patterns, photos, words in place of objects, and flat colours carefully creates a visually distinct appeal to the"
1107,Koi wa Sekai Seifuku no Ato de,2023-01-07,Sen_NkA,This was exactly what I thought it's going to be. A ridiculous yet heartwarming love story about two rivals from different sides of a battlefield... And much more. Although the
1108,IDOLiSH7 Third Beat!,2023-01-07,CurryxSake,"IDOLISH7 just keeps getting better. Although this is only the first half of season three, Third Beat does an excellent job in not only introducing ZOOL and the new antagonist,"
1109,Sketchbook: Full Color's,2023-01-07,chaosof99,"When I got first into anime, beyond shows that I simply watched because they were on TV with or without the knowledge that they had been imported from Japan, I"
1110,Sankarea,2023-01-07,Sen_NkA,"\"I was looking for a horror anime and stumbled upon a weird love story. \"\"Sankarea\"\" is weird. Let's make that clear. A main character who is obsessed with zombies so\""
1111,Koisuru Asteroid,2023-01-07,Sen_NkA,"\"\"\"Asteroid in love\"\" is one of those \"\"Cute girls doing cute things\"\" anime. That already gives out the most important information about it - the plot is simple"
1112,Planetarian: Hoshi no Hito,2023-01-07,Comrade87,"No spoilers in this one. This is truly a wonderful story. You don't need to watch the OVA to watch this, and if you've already watched the OVA, this is"
1113,Steins;Gate,2023-01-07,KiidCathedrale,"A handful of cicadas gently animate the summer atmosphere, a timeless melody composed of burning memories clinging to beings, ignoring time, a dreadful enemy with a twisted soul, disfigured by"
1114,Do It Yourself!!,2023-01-07,Szatan_Serduszko,My God... Words really can't describe how great this anime is! If you are sad or depressed or tired after working/studying all day and looking for something light and wholesome
1115,Bocchi the Rock!,2023-01-07,Ausserwelt,"Bocchi like K-ON aren't my anime's genre but I cried and also very frustrated, only 12 episodes. I am coping a lot about a second season with same people behind"
1116,Atasha Kawashiri Kodama da yo: Dangerous Lifehacker no Tadareta Seikatsu,2023-01-07,nameofuser_,"I understand this may not be everyone's cup of tea, but O how I wish this was a full length series. Either way, it's short and sweet and perfect for"
1117,Isekai Ojisan,2023-01-07,PirateMango,"Great series. Very good style, solid humor, and a quality plot with a lot of potential. Not made to blow minds or change the world but simply be a fun"
1118,Fullmetal Alchemist: Brotherhood,2023-01-07,SMmania123,"The most cohesive story in Anime History. From Start to Finish, there's a clear and concise plot, as you follow the characters. Who shockingly aren't two-dimensional, have a depth of"
1119,Kaguya-hime no Monogatari,2023-01-07,0ri00,"It is a fantastic film, with spectacular and unique animation, despite not having much dialogue, the film shows its message very clearly and is very beautiful, also the animation as"
1120,Bocchi the Rock!,2023-01-07,aaanh,"Again, I log into this site once every blue moon to give proper praises to Bocchi the Rock. In the beginning, I went in without much thought on the music"
1121,"Ijiranaide, Nagatoro-san",2023-01-07,0Unknown0,"After writing a review for the manga, I kind of have to admit for the anime that it takes a strong will to watch this type of anime. The bullying"
1122,Do It Yourself!!,2023-01-06,KoraxCatalyst,"I'm not going to lie, my life hasn't been too hot for the last seven months. After busting my ass to finish my university program and busting my ass even"
1123,Neon Genesis Evangelion,2023-01-06,pospmdemicanon16,"I'm just gonna say it straight out the gate, Neon Genesis Evangelion is a masterpiece that speaks volumes about the human mind. It's an amazing work of art that had"
1124,Spy x Family Part 2,2023-01-06,Elhwing,"This review will be about Spy x Family season 1 as a whole, and I won't spoil anything. I think it's fair to rate both parts in a single review"
1125,Asobi Asobase,2023-01-06,Mugiwara_MonkeyD,"\"I went into this series not knowing exactly what to expect. I saw the \"\"gag comedy\"\" tag but wondered just how could a show about 3 teenage girls really be\""
1126,Gokushufudou Season 2,2023-01-06,xXNameL3ssXx,"\"I must say that I enjoyed this new season of \"\"Gokushufudou\"\" just like the first season"
1127,Hataraku Saibou,2023-01-06,inkytypo,"Cells at Work is like being in grade 9 biology class again, except this time I’m in my 20s and still only know that the mitochondria is the powerhouse of"
1128,Isekai Shokudou,2023-01-06,James_Larson,"I am afraid to offer a description because on paper this show has no right to work - but it does. Still, if I were to describe it I would"
1129,Summertime Render,2023-01-06,Laid_back_ash,"A solid time travel mystery anime, summertime rendering doesnt do anything new or out of the box. It is a combination of a lot of ideas and most of the"
1130,Zero no Tsukaima,2023-01-06,Gouldenboyiii,"Im not usually one for isekai, but this one is different. Its actually one of the oldest isekai. Based on the light novel of the same name Zero no Tsukaima"
1131,Houkago no Pleiades (TV),2023-01-06,SleepingAsteria,"I started watching with no expectactions, good or bad, at all and I ended up loving it. Characters This anime has a very small cast, just the bare maho shojo"
1132,FLCL,2023-01-06,BigRigMuhammad,FLCL is one of the most interesting watches in anime (at least to me). I love how many ideas they incorporate into 6 episodes. It genuinely feels so alive and
1133,Hunter x Hunter (2011),2023-01-06,KilluaBritannia,It is easy to look at the show and assume it is a kid's show with a lack of seriousness or think it is a very long anime; please don't
1134,Wotaku ni Koi wa Muzukashii,2023-01-06,Kyoronicaro,"This anime is great for starters, not only the genre and itself is good, but the way it portrays the culture of japan in such a soothing way, it was"
1135,Kidou Senshi Gundam Unicorn,2023-01-06,Zoranagi,Gundam Unicorn is peak Military focused Gundam. The story has the least dumb moments and shitty romance and if you know gundam you know that gundam is full of shitty
1136,Kaze ga Tsuyoku Fuiteiru,2023-01-06,Zoranagi,Run with the Wind was such an inspiring anime. Thanks to it I started running and now my legs are doubled in size and i got 30kgs of muscles. I
1137,Kage no Jitsuryokusha ni Naritakute!,2023-01-06,Shadow-sama0912,kage no jitsuryokusha ni naritakute is best anime isekai ever i watch because is story about: Minoru kagenou is boy who want become master of shadow but in minoru world
1138,IDOLiSH7,2023-01-06,evelanda,"7.5/10 My final rating for this series is 7.5, but after a lot of thinking I decided to round it up to 8. I didn't expect to like IDOLiSH7 as"
1139,Seikai no Monshou Special,2023-01-06,Catalano,A simple recap of Seikai no Monshou lasting for 90 minutes pointing out the most important moments of the show. I do not recommend it as an alternative to the
1140,"Fuufu Ijou, Koibito Miman.",2023-01-05,YudiYusantoS,Here is my review of this anime in 2023! Story (10) The story is about a man who is getting a school program where there is a marriage practical. He's
1141,Ojamajo Doremi,2023-01-05,Animelover875,"Ojamajo Doremi is a great series that has lots of elements relating to traditional depiction of witches and deals with how they're perceived by humans throughout history, as well as"
1142,One Piece Movie 01,2023-01-05,tenten25689,"Man, what a beautiful movie. It's the pure essence of what the author wants to tell us about the values of friendship, adventures, and everything else you can imagine. It's"
1143,Mob Psycho 100 III,2023-01-05,JackedWeeb1232,"This was heartwarming and beautiful. There were one or two slow boring episodes, but every other episode helped build to a unique plot. Characters from passed seasons came back, and"
1144,Bocchi the Rock!,2023-01-05,MayaHaki,"Bocchi the Rock was a great surprise. I did not know the source manga, so I am recovering it piece by piece and it is quite good as well, even"
1145,Sound & Fury,2023-01-05,DumbCat,"Pretty good, it's basically a funky music video compilation with a cool samurai lady and CGI that really ain't that bad. 6.5/10 def worth a watch especially with how short"
1146,Sword Art Online Alternative: Gun Gale Online,2023-01-05,TouchME666,For starters I think that you should try this if you don't care about original SAO You can watch this without watching anything else! It happens after season 2 and
1147,Boku no Hero Academia 6th Season,2023-01-05,OkPeppermint,"A lot of people say MHA as a whole is overrated, and some people say it is underrated. Whilst I love all of it personally except for a couple of"
1148,Musaigen no Phantom World,2023-01-05,SnackO,"Easily forgettable but certainly not hateable. For now, let's forget about what other negative views say about this anime and look at it from a more realistic and impartial viewpoint!"
1149,Death Note,2023-01-05,VerbalEntities,Death Note has many unique things in it that I have seen no where else and would 100% recommend it. Story: Death Note is a very unique anime and I
1150,Yuukoku no Moriarty,2023-01-05,sylargbrl,"Never has an anime hooked me so much. The story is based on the reality of Sherlock Holmes, but we have his enemy James Moriarty as the protagonist. Obviously, we"
1151,Kage no Jitsuryokusha ni Naritakute!,2023-01-05,JohnJuniper,"SOLID DECONSTRUCTION OF ISEKAI GENRE Honestly I felt a but off about it at first, but once the series sets the pace 9-11 episodes in you cant stop watching, episode"
1152,Futoku no Guild,2023-01-04,Giboit,"This show has some incredibly well explained world and a great sense of humor. Sure, it´s in the category of those animes that are quite ecchi but don´t let that"
1153,Kotonoha no Niwa,2023-01-04,SeaSaltMango,10/10 I watched this over a year ago but I am still in awe over how beautifully animated this is. The visuals once you start watching are absolutely amazing and
1154,Dead Leaves,2023-01-04,Crow_Black,Dead Leaves is the directorial debut for Hiroyuki Imaishi who previously worked as an animator and a manga creator. He also directed Kill La Kill and FCFL. Dead Leaves is
1155,Gokushufudou Season 2,2023-01-04,bossunhimeswitch,"I really enjoyed season 2 compared to part 1 and 2 of season 1. This time the animation had more movement to it, which not only gave the characters more"
1156,Flying Witch,2023-01-04,mWadie,"The best healing anime out there. Nothing will ever come close to how chill and lovely this anime is. Not only is it subtle in it's context, the way the"
1157,Sono Bisque Doll wa Koi wo Suru,2023-01-04,CronosOtakinhuZ,"I thought it was magnificent how the plot of the first season ends, I thought it was amazing how she admitted as soon as she found out that she likes"
1158,Made in Abyss: Retsujitsu no Ougonkyou,2023-01-04,VivavideoUser2x,"Made In Abyss doesn’t fuck around at all. Probably shouldn’t be surprising this was one of the more brutal shows to watch.I wouldn’t call it like a gorefest or anything,"
1159,Mob Psycho 100 III,2023-01-04,Edenharley,"Mob Psycho 100 III was once again a pleasure to watch, there's really nothing to hate about this series and this season kept up the quality I've come to expect"
1160,Kage no Jitsuryokusha ni Naritakute!,2023-01-04,NeeXxoR,"I really love this anime that stands out as much in the style, the story, the jokes, the graphics, it's absolutely great as well as the character voice that suits"
1161,Bocchi the Rock!,2023-01-04,MaxerCreater,"\"Yearning to make friends and perform live with a band, lonely and socially anxious Hitori \"\"Bocchi\"\" Gotou devotes her time to playing the guitar. On a fateful day"
1162,Akudama Drive,2023-01-04,RebelPanda,"Akudama Drive is pure madness. It has all the action-packed mayhem of a 1980s B-movie, taken to ludicrous extremes with orgasmic animation and insane characters. It uses the classic cyberpunk"
1163,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,2023-01-04,Unkreativer,"! minor spoilers ! (Like really minor, but still watch out) Jojo's Bizarre Adventure: Stardust Crusaders 2nd Season is as the name suggests the second season of Part 3 and"
1164,Spy x Family,2023-01-04,evelanda,"8/10 If you don't enjoy filler episodes, I see how you could end up disliking this show (especially in the second half of the season). Luckily for me, slice of"
1165,Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,2023-01-04,rooster_,"War in the Pocket was the first time that the Gundam universe was approached by a director other than Tomino himself, resulting in a relatively smaller-scale, coming-of-age drama that's interwoven"
1166,Sword Art Online: Progressive Movie - Kuraki Yuuyami no Scherzo,2023-01-04,Rifad,"Story: 7/10 In terms of the story, it has been able to give an overview of the conflict in the story until the ending, there is also fan service added"
1167,Koe no Katachi,2023-01-04,Tablekun,"One of the better anime movies I've seen, with important lessons to be learned for younger audiences, but a message that resonates with older audiences as well. If you're going"
1168,Kage no Jitsuryokusha ni Naritakute!,2023-01-04,ToneItDown67,To start i read the manga first and i am caught up with that. Will read the Ln soon but haven't at the time of writing. I have found the
1169,Samurai Champloo,2023-01-04,GeorgeG34,"Samurai Champloo is a great show. There are many aspects of this series that complement each other well. These aspects include punk-style fighting scenes, dynamic cast relationships, dialogue that includes"
1170,"Fuufu Ijou, Koibito Miman.",2023-01-04,CronosOtakinhuZ,"Man, I may not be an expert but I loved this anime, regardless of the color palette being strong and vibrant, and even at certain times a little exaggerated, I"
1171,86,2023-01-04,1mDm,"86 is a show about racism & systems of oppression. Our story follows Lena, a military commander of the Republic of San Magnolia. This republic, while outwardly promoting equality, is"
1172,Shingeki no Kyojin Season 3 Part 2,2023-01-04,Tablekun,Shingeki no Kyojin Season 3 Part 2 carries the momentum from Shingeki no Kyojin Season 3 Part 1 and concludes with an exciting plot development to look forward to in
1173,Blue Lock,2023-01-04,soesoe21,"This is my first time writing a review lol, so bear with me + this is all MY OPINION :) To be honest, these other reviews calling blue lock trash"
1174,Redline,2023-01-04,dangelman,Takeshi Koike's Redline is a spectacle for the eyes and an exhilarating experience. The action is complex and well animated while the OST drags you into it by making your
1175,Death Note,2023-01-04,Alisontps,The first season was really good and I enjoyed it. The second season though was very disappointing in my eyes. I struggled finishing it because it didn’t catch my attention
1176,Bleach: Sennen Kessen-hen,2023-01-04,Tablekun,"Bleach Thousand Year Blood War is better than the original Bleach, so far. Watching it as a stand-alone project, without knowledge from the first series would probably ruin the experience."
1177,Death Parade,2023-01-04,EMTMK,"Death parade is amazing. The characters, the decisions they make, and the moral arguments presented are extremely compelling. I highly recommend everyone watch it. The first episode has a game"
1178,Bocchi the Rock!,2023-01-04,Sacerdotisa,"Bocchi the Rock is not just a music anime, it is what represents many of us as a society but in a fun way. CloverWorks reminded me of Kyoto Animation,"
1179,Vanitas no Karte,2023-01-04,zahermit,If you love beautiful/colorful things and victorian style characters/outfits with depth and RAW emotion this is the anime for you! Imma say it again this does emotional characters so well!
1180,Steins;Gate: Oukoubakko no Poriomania,2023-01-04,yakisobaman,"This OVA is such a fantastic round-up of the masterpiece that is Steins;Gate. While the original series is rather bleak, this OVA brings a wholesomeness that I've been craving to"
1181,Hunter x Hunter (2011),2023-01-04,dinoxor,"I'm not even sure if I remember how many times I've cried watching it. Happy tears? Sad tears? I don't know. I just get really emotional. To be fair, there"
1182,Fumetsu no Anata e 2nd Season,2023-01-04,KiraFier,Ok so this season was a very nice experience where you go through the story of this little fushi and his journey on becoming better as a character. And this
1183,Cyberpunk: Edgerunners,2023-01-04,Sadboy74,"just pure sadness. I really liked this anime. The sounds and music are great, characters are very likeable and good and just so realistic. I love seeing the characters backstory"
1184,Liz to Aoi Tori,2023-01-04,KevinIsSold,"An expression of unspoken human emotions, Naoko Yamada's gem. Liz to Aoi Tori is a work riddled with careful detail in each frame and design choice. Despite not having seen"
1185,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,2023-01-04,Mr_Clean,As a moderate Kaguya fan who's never read the manga I thoroughly enjoyed the movie. Was it was wacky and goofy as the series? No. But that wasn't a bad
1186,Maria†Holic,2023-01-04,1mDm,"Maria†Holic is the best romantic comedy you haven't heard of. That's not to say this show is the funniest romantic comedy; it isn't. It doesn't have the best cast, nor"
1187,Jujutsu Kaisen,2023-01-04,nashyyyyyyy,"This show is good, I can't lie many aspects remind me of naruto however, i don't wanna spoil the show but I found myself thinking about naruto in key moments"
1188,Bleach: Sennen Kessen-hen,2023-01-04,vinayak9999,It is a 10/10 for me waited for 10 years and it paid off. The best adaptation it could've had. Fmatards are going to downvote this series since it is
1189,4-nin wa Sorezore Uso wo Tsuku,2023-01-04,PixelB,"Remember Melancholy of Suzumiya Haruhi? That small show that no one remembers about? And how the premise of the show was how it had a time traveler, a psychic, and"
1190,The Animatrix,2023-01-03,bergars,"I'll make a review on every short, just so people can see if they're interested in just a part of the anthology, instead of watching everything. Final Flight of the"
1191,"Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau",2023-01-03,YudiYusantoS,"Here is my review of this anime in 2023! Story (10) The story is about a man which is a beast tamer who's in the hero's party but lately, He"
1192,ACCA: 13-ku Kansatsu-ka,2023-01-03,Renendred,"How do I begin? I guess I should first say that I regret putting off this anime for so long. Granted, the first couple of episodes of ACCA aren't so"
1193,Kage no Jitsuryokusha ni Naritakute!,2023-01-03,Seku_,anyone who can sit here and say this show is bad clearly doesn't understand that its meant to be a cringey comedy. the shows hilarious and if you just accept
1194,"Fuufu Ijou, Koibito Miman.",2023-01-03,BreakCloud9,A certain Anituber once said you know how sometimes you get that one anime just feels like it was made for you? I think this show is the case for
1195,Blue Lock,2023-01-03,Yogurtborne,"I feel compelled to write a review for Blue Lock expressing my appreciation for it in response to the top three reviews for this anime being strongly negative, which I"
1196,Kaze Tachinu,2023-01-03,Sweetshits,"\"The movie's visuals are as always very pleasing just like other ghibli movies, the ost is so soothing and as for the story, it is originally based on \"\"Jiro Horikoshi\""
1197,Chainsaw Man,2023-01-03,DaxtotheMax,This is kind of good for a Limp Biskit AMV. I hear what a great masterpiece this is and all but the beginning honestly just feels like Jujutsu Kaisen to
1198,Bocchi the Rock!,2023-01-03,Artvisitor,"\"\"\"This pink thing can't be this relatable\"\""
1199,Shijou Saikyou no Deshi Kenichi,2023-01-03,BTKB,"My ratings may not make any sense, but I have a different way of viewing it. The more I watch this anime, the more I think about Katekyo Hitman Reborn."
1200,"Komi-san wa, Comyushou desu. 2nd Season",2023-01-03,triggerfish,"Personally, I think some people are too critical over the reviews for this show. I really enjoyed both this and season 1 of Komi. I will admit, I found the"
1201,Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi,2023-01-03,PorthosMoonPower,"This short is based on a side-story from the manga. Similar side-stories were written for all the Sailor Senshi in the manga, but only Ami's was made into an anime"
1202,Hana yori Dango,2023-01-03,Pistachiocookie8,"First of all, judging by the cover this looks very washed out and outdated but once you get into the story it captivates you like no other anime romance. You"
1203,Isekai Meikyuu de Harem wo Specials,2023-01-03,Ionliosite2,"Ok, this is going to be a short one. The specials of Isekai Meikyuu de Harem wo consist only of extra sex scenes, the first one is in the hotel"
1204,Shadows House,2023-01-03,RebelPanda,"There is a misconception that Shadows House is a slice-of-life, but that's not the case. It is a mystery through and through, with elements of horror. By combining clever visual"
1205,Tenkuu Danzai Skelter+Heaven,2023-01-03,Electronic0456,This is the show I've ever seen. It's just so amazing that I became religious. Through its incredible story it has a much better narrative than Christopher Judge at Game
1206,Vampire Hunter D (2000),2023-01-03,Scorched_skin,"Amazing show, the entire premise of it is ''back when vampires where not gay'' And to this day I still believe it's one of the films with the best worldbuilding"
1207,Koukaku Kidoutai,2023-01-03,KenChicken007,An exceptionally well made movie with some of the profound and memorable ideas I have seen in any anime. It explores the sentience of robots and their place in society
1208,Inu-Ou,2023-01-03,Piggytripper,Going in I had no idea this would be connected to Heike Monogatari (dir. Naoko Yamada which everyone should watch!!) in any way but it was a pleasant surprise. Not
1209,Free! Movie 5: The Final Stroke - Kouhen,2023-01-03,Hinata1329,This is my very first review and in fact I just realized that it's kinda crazy since I have had this passion for anime and manga my whole life but
1210,Tensei shitara Ken deshita,2023-01-03,DanEndra_Tensei,"Isekai, a subgenre of Japanese fantasy anime and manga in which a character is transported to a parallel universe, has exploded in popularity in recent years. As a result, it"
1211,Happy Sugar Life,2023-01-03,1nvader,"I saw one meme with the pink hair girl from this anime and decided to watch it just because of that, thinking it would be some silly funny anime. BOY"
1212,Chainsaw Man,2023-01-03,DanEndra_Tensei,"Chainsaw Man is an incredibly gripping story that follows the life of Denji, a young man who is struggling to make ends meet and is desperate to support himself. His"
1213,Chainsaw Man,2023-01-03,D-Lopest,"\"That's not a \"\"technical\"\" review. I evaluate anime based on enjoyment"
1214,Shokei Shoujo no Virgin Road,2023-01-03,Akshay96,"\"If I were to describe this anime in 1 sentence it would be \"\"The antithesis to shounen battle anime\"\". I found this series rather enjoyable to watch. Also"
1215,Bocchi the Rock!,2023-01-03,Peteromg,"\"\"\"She's Literally Me\"\" no just seriously"
1216,Bocchi the Rock!,2023-01-03,Dappy,"Bocchi the rock is a show that resonates music and shows how it can drive even the most shelled people into shining pieces of colorful explosions, like fireworks, showing the"
1217,Mushikaburi-hime,2023-01-03,YudiYusantoS,Here is my review of this anime in 2023! Story (10) The story is about a girl who are love reading a book and She encountered a prince. Then She
1218,Ansatsu Kyoushitsu 2nd Season,2023-01-02,Mattymatrix,Assassination Classroom is one of the few anime i would say that gives the full experience of their story and left before they overstay and turn into one of Shounen
1219,Tensei shitara Ken deshita,2023-01-02,armycat23,"For every 10 insekai anime out there it seems that 7 of them are just garbage, 1 is not horrible, but clearly a forgettable time-waster, 1 is good, and 1"
1220,Cyberpunk: Edgerunners,2023-01-02,Hazbyn,I did not know much about the Cyberpunk genre. After reading Wikipedia I understand easily what that simple word meant; a futuristic world that is ruled by the common problems
1221,Dragon Ball Super: Broly,2023-01-02,Adnash,"\"As somebody who has been a fan of the Dragon Ball franchise for many years, I can say only \"\"wow!\"\" after finishing watching this movie. It was one of the\""
